time[s], acc_x[m/s^2], acc_y[m/s^2], acc_z[m/s^2]
583.257, -0.717, 0.432, 1.722
583.282, -0.609, 0.364, -1.058
583.308, 1.571, -0.42, -0.969
583.334, 2.612, 0.132, -1.64
583.36, 0.787, 0.851, -4.799
583.385, 5.702, -1.191, -2.08
583.412, 0.436, -2.228, -1.818
583.437, -10.322, -4.973, -0.95
583.463, -3.316, 3.299, 2.976
583.49, -4.743, 2.995, 1.496
583.516, -5.357, 1.407, 0.354
583.542, -4.033, 0.433, 1.768
583.568, -0.108, -0.522, 0.807
583.592, 1.433, -1.422, 0.697
583.617, 2.011, -1.915, 1.459
583.643, 5.281, -2.828, 1.262
583.669, 5.965, -2.414, 0.845
583.695, 6.0, -3.123, 0.889
583.721, 5.257, -1.466, 2.555
583.747, 2.782, 2.235, -0.627
583.773, 2.236, 3.264, -3.06
583.799, -0.306, 5.445, -5.852
583.824, -2.682, -6.4, -5.256
583.851, -4.661, -0.14, -1.351
583.877, -6.196, 2.358, -0.271
583.902, -7.201, 4.225, -0.156
583.927, -2.508, 3.843, 0.248
583.953, -1.0, 0.593, -0.411
583.98, 0.032, -0.117, -0.736
584.006, 1.878, 1.101, 1.694
584.031, 1.904, 1.16, 1.955
584.057, 3.017, 1.068, 2.143
584.082, 5.477, 0.549, 1.372
584.108, 5.306, 0.354, 1.947
584.134, 3.826, 0.516, 1.747
584.16, 1.616, 0.48, 0.576
584.187, -1.062, 0.231, -3.558
584.213, -0.893, -1.732, -4.772
584.238, 2.568, -0.239, -1.972
584.264, 3.514, 2.028, -1.171
584.291, -3.67, -1.0, -3.954
584.317, -11.719, -7.245, 2.5
584.343, 0.762, 3.737, 0.795
584.37, -2.557, -1.137, 0.138
584.397, -2.207, -3.24, -0.389
584.425, 1.038, -0.865, 2.93
584.451, -0.345, 0.059, 3.592
584.476, -0.708, -0.247, 3.378
584.502, 0.281, -0.199, 3.891
584.527, 3.05, -1.902, 2.079
584.554, 2.167, -3.696, 0.468
584.58, 2.642, -5.968, -2.472
584.606, 4.277, -2.63, -2.534
584.633, 2.301, 2.638, -4.726
584.658, 2.503, 1.804, -6.088
584.686, -2.174, 4.12, -1.709
584.712, -14.213, 4.491, -0.79
584.737, -9.72, -2.777, -1.046
584.762, -1.958, 2.773, 0.297
584.787, -0.59, 2.59, 0.903
584.814, -0.443, 0.918, 1.262
584.84, 1.407, 0.617, 2.232
584.865, 4.913, 1.69, 3.03
584.891, 5.561, 2.036, 3.083
584.917, 6.023, 1.062, 3.682
584.943, 5.016, 0.37, -0.772
584.97, 7.299, -2.782, -2.843
584.995, 9.144, -4.786, -3.183
585.021, 8.898, -5.774, -4.237
585.047, -19.785, -2.836, 0.199
585.073, -10.6, 1.128, 1.266
585.099, -1.904, 2.832, 4.168
585.126, -6.722, 3.851, 0.927
585.152, -2.969, -1.293, 0.779
585.177, -0.714, -3.901, 1.312
585.202, 1.618, -3.939, 1.663
585.23, 3.431, -3.505, 1.566
585.254, 4.497, -4.499, 0.999
585.279, 2.179, -2.276, -2.347
585.306, 5.973, 5.194, -5.528
585.331, 4.594, 7.088, -1.299
585.356, 1.105, 0.582, -2.824
585.382, -7.992, 2.249, -2.343
585.407, -7.899, 2.869, 0.263
585.433, -3.837, 0.87, -0.191
585.458, -2.696, 0.654, -0.996
585.483, -0.896, -0.148, 0.474
585.508, 0.387, 0.183, 0.961
585.535, 0.734, -0.192, 1.244
585.562, 3.45, 0.521, 2.22
585.588, 5.243, 1.972, 2.741
585.614, 6.167, 2.575, 2.895
585.64, 5.37, 2.505, 1.852
585.667, -0.671, 0.576, -4.49
585.693, -2.674, -3.079, -8.601
585.718, 1.877, -5.578, -2.45
585.745, -0.102, 1.646, -0.339
585.772, -5.054, 0.809, 0.174
585.798, -9.914, -2.162, 0.182
585.823, -5.638, -2.033, 0.293
585.85, -2.888, 0.287, 0.194
585.876, -2.033, 2.137, 0.788
585.902, -0.293, 0.905, 0.516
585.928, 3.252, -2.07, -0.318
585.953, 3.324, -3.147, 0.484
585.979, 4.426, -3.535, -0.016
586.006, 7.857, -3.485, 0.207
586.032, 8.182, -3.475, 1.112
586.058, 7.004, 0.183, -1.24
586.083, 5.929, 4.157, -1.53
586.109, -0.688, 6.236, -4.912
586.135, -15.303, 16.887, -4.214
586.162, -14.479, 10.239, -4.638
586.188, -3.535, -13.25, 3.404
586.214, -6.637, 3.384, 2.132
586.239, -3.876, 7.087, 0.894
586.264, 0.828, -2.087, 1.782
586.291, 1.242, -1.765, 3.518
586.317, 1.691, 0.201, 3.792
586.344, 3.221, 1.496, 2.28
586.37, 3.907, 1.336, 1.573
586.394, 4.194, 0.361, 1.433
586.42, 3.425, 0.475, 1.86
586.446, 2.924, 0.771, 1.845
586.472, 2.516, 1.192, 0.939
586.497, 1.899, 0.985, 0.53
586.523, 4.613, 1.521, 1.339
586.55, 1.818, 0.978, -1.278
586.575, -2.262, 1.005, -3.308
586.601, 0.412, 3.412, -1.803
586.628, -5.331, -8.961, -5.017
586.654, -10.435, -13.426, 2.63
586.68, -5.119, 2.522, 3.481
586.706, -5.154, -0.032, 2.58
586.732, -7.151, -5.843, 2.253
586.757, -4.003, -1.797, 0.243
586.782, -1.814, 0.922, 2.092
586.808, 2.316, -0.793, 1.115
586.835, 5.117, -1.391, -0.114
586.86, 5.1, -1.708, 0.009
586.885, 7.163, -3.602, 0.535
586.911, 7.71, -2.677, 0.457
586.937, 7.408, -0.232, 0.643
586.962, 2.306, 4.232, -5.881
586.989, 3.376, 7.256, -7.271
587.014, 4.463, 2.707, -1.334
587.039, -5.514, 5.257, -1.14
587.064, -14.131, -6.169, 0.93
587.091, -8.245, -6.721, 4.318
587.118, -4.444, -1.317, 3.092
587.144, -0.594, 5.239, 0.657
587.17, 0.717, 2.685, 2.77
587.195, 2.252, 1.152, 2.191
587.221, 4.793, 1.927, 1.124
587.248, 8.302, 1.975, 2.424
587.275, 7.139, 0.603, 1.24
587.301, 4.555, -1.887, -2.123
587.33, 4.41, -1.552, -4.773
587.356, 8.076, -4.599, -3.091
587.381, 7.605, -4.904, -1.599
587.406, -12.222, -1.559, 1.494
587.432, -13.817, 1.556, 2.187
587.458, -8.638, 2.936, 4.086
587.483, -3.641, 0.679, 2.25
587.509, -1.739, -1.878, 1.866
587.534, -0.717, -3.358, 0.754
587.56, 1.887, -4.779, -0.35
587.585, 7.04, -4.246, -0.053
587.612, 9.858, -3.145, -0.546
587.637, 10.595, 0.474, -0.416
587.662, 9.047, 6.441, -0.262
587.688, 6.176, 6.664, 1.186
587.714, -8.836, 3.074, 0.699
587.74, -26.418, 7.194, -0.399
587.765, -0.809, -2.559, -0.15
587.791, -1.076, -0.612, -0.795
587.817, -0.604, 1.956, 2.973
587.843, 3.34, 3.567, 2.243
587.868, 7.025, 3.922, 1.933
587.895, 11.009, 2.842, 2.668
587.92, 11.297, 0.421, 4.352
587.947, 9.638, -2.919, -0.88
587.973, 4.06, -7.54, -5.571
587.998, -13.058, -13.542, 2.991
588.023, -9.51, -2.119, 3.716
588.05, -1.75, 3.581, 7.795
588.076, -3.837, 2.897, 1.271
588.101, -2.125, -4.21, 2.321
588.126, 5.117, -6.93, -1.639
588.152, 9.25, -2.353, -1.778
588.177, 9.024, 2.697, -1.698
588.202, 2.763, 12.417, 1.559
588.228, -8.327, 9.609, -4.152
588.255, -13.936, 6.113, -1.523
588.281, -6.51, -6.15, 2.741
588.306, -5.061, -2.987, 2.391
588.331, -4.1, 0.231, 2.118
588.356, -2.509, 2.972, 1.886
588.381, 0.68, 5.263, 2.437
588.406, 5.398, 2.802, 1.181
588.432, 5.112, 2.186, -0.598
588.458, 3.266, -0.976, -2.259
588.485, 8.61, -4.681, -3.182
588.511, 6.484, -2.62, 0.013
588.536, -0.701, -2.293, 0.723
588.561, -6.548, 0.013, 0.671
588.587, -9.618, -2.853, 3.21
588.613, -5.619, -0.679, 3.306
588.638, -3.862, 2.267, 2.258
588.665, -1.473, -2.013, 1.757
588.691, 0.708, -2.669, 1.651
588.716, 4.746, -3.651, 0.616
588.742, 7.192, -4.571, 0.882
588.769, 9.008, -0.443, -0.772
588.794, 8.244, 3.481, -0.981
588.82, 8.075, 7.752, 0.044
588.846, -10.286, 6.725, -1.558
588.872, -20.246, 7.714, -1.987
588.899, -6.416, -4.485, 1.446
588.924, -2.304, -1.317, 3.748
588.951, -3.041, 3.28, 4.205
588.976, -3.019, 5.722, 1.143
589.002, 2.72, 1.945, 1.024
589.028, 6.001, 0.907, 2.571
589.055, 5.922, 1.551, 4.138
589.081, 5.186, 1.867, 2.591
589.107, 2.675, -0.85, -6.022
589.133, 8.238, -4.984, 1.211
589.158, 3.6, -3.582, -1.716
589.183, -14.574, -8.08, -5.658
589.21, -10.632, -8.065, 6.739
589.237, -2.418, 6.169, 4.938
589.263, -4.128, 3.633, 3.014
589.291, -8.589, -3.666, 3.345
589.316, -7.8, -5.473, 1.109
589.343, 5.329, -3.175, -2.063
589.369, 8.89, -4.951, -0.807
589.394, 7.928, -4.982, 1.025
589.419, 7.362, -5.407, -0.558
589.446, 6.924, 1.121, -0.545
589.472, 7.448, 3.285, -1.812
589.498, 7.919, 4.247, -0.611
589.524, -6.227, 7.277, -3.492
589.55, -24.502, 8.592, -3.14
589.577, -12.603, 0.843, 2.077
589.604, -1.357, -4.458, 2.388
589.629, -1.212, -0.889, 5.489
589.655, -3.738, 3.952, 1.132
589.682, -0.197, -0.051, 3.239
589.71, 1.299, 0.887, 3.255
589.736, 4.989, 2.104, 2.849
589.762, 6.801, 2.877, 2.367
589.787, 3.423, 2.217, -3.062
589.813, 1.517, -1.44, -6.205
589.839, 2.789, -4.993, -1.195
589.865, 5.253, -0.499, -2.953
589.891, -0.688, -4.93, 0.077
589.917, -14.935, -2.926, -2.281
589.942, -15.163, -3.293, 0.915
589.967, -2.997, 1.63, -0.391
589.994, -0.402, -1.493, -0.244
590.019, 0.578, -5.168, -0.835
590.045, 9.524, -4.491, -0.498
590.071, 11.475, -1.481, 2.366
590.098, 10.556, 0.647, 2.708
590.123, 9.7, 0.821, 1.035
590.149, 7.05, 1.484, -0.287
590.175, 2.306, 0.453, -1.949
590.204, -23.299, 7.774, -0.579
590.231, -13.062, -2.841, 4.849
590.258, -0.974, -5.211, 4.089
590.283, -0.819, 4.085, 1.937
590.31, -1.621, 4.623, -1.274
590.336, -2.252, 2.804, -1.639
590.362, 0.284, 0.095, -2.726
590.387, 4.38, -1.702, -4.847
590.413, 5.753, -2.497, -4.711
590.438, 2.743, -2.201, -2.34
590.464, -5.017, 0.701, 1.984
590.49, -5.145, 2.114, -0.705
590.516, -5.028, -1.839, 1.23
590.542, -4.047, -0.672, 0.992
590.568, 1.274, 0.817, 1.685
590.594, 2.978, -1.285, 1.575
590.62, 3.049, -2.732, 2.022
590.646, 4.415, -5.827, 0.937
590.673, 4.45, -3.619, 0.314
590.701, 5.011, -0.476, -2.309
590.728, 3.677, 3.092, -6.102
590.753, 5.481, 4.294, -3.278
590.779, 4.535, -0.19, -0.311
590.805, -13.988, 6.249, -0.163
590.832, -13.586, 5.412, -0.255
590.859, -5.795, -2.412, 1.178
590.886, -2.62, 1.515, 1.34
590.911, -0.901, 1.908, 0.858
590.937, 0.273, 0.866, 1.179
590.962, 1.741, 1.269, 2.711
590.988, 2.804, 1.422, 2.553
591.013, 4.555, 1.649, 2.133
591.038, 5.349, 1.431, 2.558
591.063, 3.135, 1.207, 0.263
591.089, 0.659, -0.207, -4.973
591.115, 1.885, -2.266, -6.306
591.14, 8.075, -5.405, -2.171
591.165, -1.286, 0.675, -2.999
591.191, -17.48, -2.669, -6.36
591.217, -6.639, -5.69, 7.124
591.243, -2.759, 10.416, -0.582
591.269, -5.21, 1.108, 2.296
591.294, -3.623, -2.792, 2.117
591.321, -0.958, -3.404, 1.318
591.348, 3.775, -4.604, 1.453
591.374, 4.9, -5.313, 0.961
591.4, 3.822, -2.883, 0.31
591.426, 6.181, 1.14, -3.994
591.451, 6.712, 1.82, -4.668
591.477, 6.596, 2.709, -4.945
591.502, 5.098, 0.72, -2.346
591.528, -11.872, 5.092, 0.153
591.554, -7.841, 2.432, -0.201
591.58, -4.397, -1.537, 2.965
591.607, -4.317, 2.485, 1.743
591.633, -2.881, 1.602, 1.797
591.658, -0.474, 0.217, 1.96
591.683, 2.401, -0.274, 3.502
591.708, 3.297, 1.603, 3.582
591.734, 4.207, 3.849, 3.838
591.762, 5.307, 3.756, 2.06
591.786, 6.218, -0.752, -1.8
591.813, 10.055, -4.431, -2.908
591.838, 11.022, -6.942, -2.77
591.863, -18.645, -5.945, -1.181
591.889, -15.814, 2.061, 4.139
591.915, -2.741, 8.711, 3.854
591.94, -6.609, 9.281, 2.422
591.966, -4.399, -0.926, 1.562
591.992, -0.899, -1.633, 2.613
592.017, 0.071, -2.986, 1.764
592.043, 2.468, -7.307, -1.855
592.069, 5.581, -5.542, -2.909
592.096, 9.853, -1.185, -1.498
592.122, 10.443, 1.121, -0.626
592.148, 7.113, 10.418, 0.678
592.174, 2.293, 4.062, -3.654
592.199, -17.146, 0.765, -5.182
592.225, -3.339, -7.335, 2.304
592.251, -1.314, -0.943, 0.993
592.277, -4.08, 2.401, 1.664
592.303, -4.911, 1.952, 2.918
592.329, -1.254, 3.536, 1.076
592.356, 1.692, 1.139, 2.629
592.381, 3.335, 0.117, 3.032
592.406, 4.672, 2.148, 2.395
592.432, 5.762, 1.355, 0.133
592.457, 7.378, -3.547, -4.616
592.482, 3.027, -4.808, -1.218
592.507, -7.455, -4.189, 1.251
592.534, -10.899, 1.032, 2.759
592.561, -6.544, -0.154, 0.723
592.587, -6.73, -0.913, 2.058
592.613, -3.596, 0.78, 2.445
592.638, -0.657, -0.621, 2.636
592.665, 3.558, -3.204, 2.022
592.691, 6.64, -4.224, 2.066
592.717, 6.218, -4.04, 2.502
592.744, 4.098, 0.038, -2.478
592.771, 3.984, 2.603, -5.053
592.796, 5.056, 2.52, -2.718
592.823, -6.124, 0.189, -1.183
592.849, -11.025, 2.176, -2.575
592.876, -8.636, 0.72, -0.597
592.902, -4.042, 1.338, -0.249
592.928, -3.777, 2.237, 0.898
592.953, -1.911, 2.463, 1.39
592.979, -0.575, 1.273, 0.68
593.006, 1.998, 1.435, 2.426
593.031, 2.644, 2.895, 2.235
593.057, 3.981, 2.964, 2.413
593.083, 4.394, 1.131, -0.103
593.11, 2.816, -1.092, -3.019
593.136, 3.835, -3.55, -5.625
593.162, 5.567, -6.481, -4.433
593.188, -0.693, 0.858, -0.504
593.214, -11.021, 1.638, -3.019
593.24, -14.143, -6.816, 2.536
593.266, -2.38, 3.489, 1.117
593.292, -5.944, 1.651, 1.457
593.318, -4.917, -0.341, 1.912
593.343, 0.84, -1.051, 1.892
593.369, 2.493, -2.156, 1.87
593.394, 6.159, -3.422, 1.686
593.421, 7.826, -4.939, 1.711
593.447, 6.189, -1.267, -1.198
593.473, 6.152, 0.933, -2.886
593.499, 7.341, 2.76, -3.125
593.524, 4.565, 1.215, 0.845
593.551, -11.997, 2.062, -2.244
593.577, -25.004, 13.077, -0.932
593.602, -4.304, -7.779, -1.111
593.628, -2.481, -3.718, 1.358
593.655, -0.797, 1.422, 1.33
593.68, 0.054, 4.186, 3.119
593.706, 2.117, 4.189, 3.708
593.732, 2.383, 1.24, 2.924
593.757, 4.635, -0.32, 1.416
593.782, 2.136, -4.793, -5.779
593.809, 2.21, -7.013, -5.051
593.834, 4.338, -1.963, 3.908
593.86, 4.131, 4.93, 1.086
593.885, -1.92, 5.13, -4.234
593.911, 1.147, -1.364, -4.823
593.936, 0.194, -5.53, -3.214
593.962, -7.429, -6.832, -0.0
593.988, -5.419, 1.723, 1.688
594.015, -9.353, 0.245, 0.977
594.04, -6.204, 1.095, 1.326
594.066, -2.733, -2.393, -0.612
594.091, 1.107, -3.796, -1.242
594.116, 7.918, -4.709, -1.15
594.141, 9.352, -5.37, 1.49
594.169, 8.15, -1.115, 1.16
594.194, 8.135, -0.257, 1.529
594.22, 6.712, 0.369, 1.988
594.246, 5.284, -0.543, -1.957
594.272, 8.244, 0.333, -1.058
594.297, 7.859, 1.421, 2.594
594.325, -19.382, 7.161, -0.998
594.351, -14.723, 2.743, 0.421
594.377, -6.781, 0.78, -1.187
594.402, -5.335, -0.584, 2.673
594.428, -3.799, 2.261, 2.836
594.454, -1.513, 2.324, 2.751
594.48, 1.066, 2.393, 2.986
594.506, 4.829, 3.016, 2.209
594.532, 5.845, 2.968, 2.044
594.557, 6.763, 1.44, 2.06
594.583, 2.419, -0.78, -2.365
594.61, 2.502, -3.238, -3.974
594.636, 1.809, -3.977, -2.657
594.662, -3.044, 0.305, -3.41
594.688, -2.701, 0.968, -2.874
594.717, -1.628, -0.131, -0.346
594.742, -0.896, 0.697, 1.552
594.767, -6.864, -2.658, -0.458
594.792, -7.886, -5.702, 0.215
594.817, -2.727, 0.163, 0.9
594.844, -0.14, 1.652, 0.942
594.87, 1.165, -0.736, 1.695
594.896, 2.941, -1.975, 2.705
594.922, 6.692, -2.439, 3.286
594.948, 6.811, -2.534, 3.222
594.973, 6.682, -2.485, 3.215
594.998, 4.68, -1.86, 1.083
595.025, 1.266, 0.091, -4.524
595.05, 2.802, 5.128, -5.51
595.075, 4.864, 3.159, -1.729
595.101, 0.031, 0.544, -1.818
595.127, -14.354, 8.101, -1.694
595.153, -9.664, -1.599, 0.415
595.18, -4.809, -4.003, 1.718
595.206, -3.603, 1.896, 0.463
595.231, -2.157, 2.879, 0.516
595.256, -1.055, 2.034, 1.178
595.281, 0.381, 0.784, 1.037
595.306, 3.332, 1.442, 1.722
595.333, 4.78, 0.66, 1.666
595.359, 3.995, 0.178, 2.157
595.384, 2.38, -0.404, 0.772
595.411, 1.096, -0.188, -0.687
595.437, 0.685, -0.683, -1.776
595.462, 1.258, -0.916, -2.175
595.487, 1.698, 1.177, -1.89
595.513, 0.781, 1.947, -1.215
595.538, 1.429, 1.197, -1.307
595.563, -6.07, -2.723, -1.627
595.59, -6.384, -0.746, 0.716
595.616, -2.38, 1.472, 1.789
595.641, -2.984, 1.138, 0.573
595.668, -1.785, -0.282, 0.893
595.693, -0.872, -0.966, 0.717
595.718, 0.039, -1.945, 0.582
595.744, 2.142, -1.786, 0.376
595.77, 3.5, -0.855, 1.18
595.796, 5.433, -0.73, 1.381
595.822, 4.315, -1.528, 2.854
595.848, 4.934, -2.851, 3.72
595.874, 5.647, -2.128, 4.761
595.9, 3.253, 0.355, 2.832
595.927, -0.76, 2.361, -6.022
595.953, -1.011, 4.242, -6.719
595.979, 0.953, -1.784, -3.954
596.005, -1.521, 2.31, -0.545
596.031, -9.513, 1.256, -0.834
596.057, -12.317, 1.098, 0.805
596.082, -5.691, 1.768, -1.337
596.107, -3.475, 1.238, -1.055
596.133, -0.321, -0.047, -0.639
596.159, 0.12, -0.103, 0.205
596.185, 0.358, 1.026, 0.87
596.212, 1.489, -0.198, 1.799
596.238, 3.673, -0.131, 1.362
596.263, 6.95, 0.415, 1.969
596.289, 5.965, 0.938, 1.896
596.316, 3.703, 0.386, 0.472
596.342, 1.111, 0.335, 0.107
596.367, -0.215, -1.794, -0.539
596.394, -0.779, -0.909, -0.77
596.42, -0.562, 1.043, -4.335
596.447, 3.727, -3.043, -0.021
596.474, 0.783, 0.102, 0.284
596.5, -2.326, 1.733, -0.751
596.525, -9.098, -3.345, 1.946
596.552, -4.408, 1.05, 0.526
596.577, -1.18, -0.144, 0.218
596.602, -0.204, -2.21, -0.756
596.628, 2.015, -1.783, -0.945
596.655, 4.572, -1.543, -1.033
596.681, 5.85, -1.543, 0.031
596.706, 4.521, -1.076, 1.241
596.732, 2.268, -1.388, 1.703
596.758, 1.251, -1.574, 2.54
596.784, 3.397, -0.738, 3.468
596.81, 2.211, -1.415, 2.57
596.836, -0.04, -1.961, 0.013
596.861, -4.529, 1.704, -0.438
596.887, -5.116, 1.12, -4.3
596.915, -3.322, 0.442, -5.697
596.941, -1.465, -0.811, -4.099
596.967, -2.632, 1.729, -1.476
596.992, -4.184, 4.844, -1.049
597.018, -6.005, 5.462, -1.369
597.042, -2.426, 2.409, -1.349
597.069, -1.26, 0.456, -1.738
597.095, -0.04, 0.014, -2.106
597.121, 1.259, -0.418, -0.924
597.148, 3.293, -0.835, -0.299
597.174, 2.854, -0.36, 0.332
597.199, 2.28, 0.728, 0.571
597.224, 1.896, 1.367, 1.519
597.251, 2.018, 0.685, 2.157
597.276, 1.172, 0.355, 2.358
597.301, -0.439, 0.028, 2.504
597.326, -0.974, -0.479, 2.379
597.352, 0.057, -0.439, 1.418
597.378, -0.427, 0.145, -1.282
597.403, -3.186, -0.663, -0.366
597.429, -0.995, 1.277, 0.546
597.455, 1.002, 2.223, 0.16
597.48, 1.835, 1.065, -1.037
597.508, 1.228, -2.383, -1.021
597.534, -1.112, -2.573, -0.295
597.559, -2.098, -1.792, 0.383
597.584, 0.616, 0.074, 0.221
597.61, 1.31, -0.37, 0.131
597.636, 1.242, -0.739, 0.191
597.662, 1.094, -1.061, 0.24
597.688, 1.87, -1.576, 0.951
597.714, 1.669, -1.416, 1.335
597.74, 0.926, -1.002, 1.469
597.765, 0.514, 0.68, 1.799
597.791, 1.11, 0.302, 1.489
597.816, 1.621, -0.09, 1.231
597.844, 2.256, -0.796, 2.064
597.87, 1.693, -0.925, 2.212
597.895, 0.942, -1.092, 2.091
597.921, 0.5, -1.053, 2.506
597.948, -0.481, -1.586, 3.621
597.974, -0.334, -1.505, 3.593
598.0, 0.467, -1.698, 3.4
598.026, 1.568, -2.706, 2.041
598.051, 4.218, -3.28, 1.587
598.076, 6.715, -1.676, 0.584
598.102, 7.433, 7.842, -9.786
598.128, -0.934, 13.435, -7.514
598.155, -20.06, 24.302, -12.605
598.18, -19.432, 6.32, -6.112
598.206, -0.662, 0.823, -3.954
598.232, -3.349, 1.679, 0.633
598.257, -5.934, -0.08, 0.843
598.282, -3.294, 0.757, 0.887
598.307, -0.701, 2.074, 0.689
598.332, 0.808, 1.311, 2.253
598.358, 0.248, -0.614, 2.157
598.383, 4.775, -1.363, 3.666
598.41, 7.419, -0.837, 5.091
598.436, 5.66, -0.085, 4.315
598.462, -4.392, 5.192, -10.093
598.488, -5.056, -3.7, -8.859
598.513, -6.851, -13.467, -1.517
598.539, -0.714, -1.129, 1.869
598.566, -3.116, 1.2, -6.139
598.591, -5.619, -5.23, -5.522
598.617, -0.821, -4.361, -4.601
598.642, 1.373, -1.688, -3.423
598.669, -0.19, 0.057, -2.027
598.694, -0.241, -1.303, -1.05
598.72, 1.38, -1.758, -1.083
598.747, 3.638, -0.752, -0.039
598.774, 3.498, -0.947, 0.631
598.799, 3.418, -0.954, 1.129
598.824, 3.538, -0.147, 0.543
598.85, 3.068, 0.144, 0.859
598.877, 2.239, -0.363, 0.746
598.906, 0.054, -1.891, 0.649
598.933, -1.368, -2.0, 1.233
598.959, -1.435, -0.998, 1.803
598.984, 0.612, -1.123, 3.013
599.01, -0.83, -3.565, 3.637
599.035, 0.135, -1.51, -6.781
599.061, -2.161, 15.018, -8.225
599.088, -1.137, -5.709, -2.201
599.114, -4.579, -12.956, -7.281
599.14, -1.76, -5.713, -6.413
599.166, -2.829, 7.493, -1.103
599.191, -2.74, 2.638, -0.967
599.216, -2.898, -2.291, -0.758
599.242, -0.006, -0.322, -0.128
599.268, 3.386, 1.157, 1.806
599.295, 3.221, -0.364, 2.048
599.321, 3.488, -0.705, 1.438
599.348, 3.05, -1.226, 1.448
599.375, 2.381, -2.098, 1.155
599.402, 2.509, -2.035, 0.936
599.428, 2.215, -1.661, 0.845
599.454, 1.276, -0.774, 0.743
599.48, 0.606, 0.237, 0.823
599.506, -0.41, 1.352, 2.438
599.533, -0.514, 2.672, 3.501
599.559, -2.185, 3.476, 2.861
599.586, -6.366, 0.645, 0.155
599.612, -8.298, -3.414, -9.228
599.638, -4.282, -10.988, -4.924
599.663, 1.504, 4.468, -1.567
599.69, -0.978, 3.474, -2.214
599.717, -0.15, 1.024, -2.274
599.742, -0.541, -4.048, -2.336
599.768, -0.53, -3.346, -1.226
599.794, 0.209, -1.47, -0.097
599.821, 1.418, -0.366, 0.322
599.849, 3.348, -1.101, -0.011
599.875, 3.142, -0.884, 0.072
599.902, 2.727, -0.155, 0.299
599.927, 2.085, 0.231, 0.85
599.953, 1.728, -0.238, 1.248
599.979, 0.278, 0.567, 1.756
600.004, 0.133, 0.301, 2.037
600.03, 0.3, -0.54, 1.447
600.055, -0.327, -1.305, 1.401
600.08, -0.712, -1.297, 1.478
600.108, 0.689, -1.816, 1.649
600.133, -0.454, -2.566, 2.736
600.159, -2.825, -0.716, 2.112
600.184, -3.637, 5.933, -2.6
600.211, -4.488, 6.154, -2.762
600.237, -3.022, -1.683, -4.786
600.263, 2.641, -6.255, -4.437
600.289, 1.656, -3.567, -2.001
600.316, -0.286, 0.936, 0.304
600.343, -2.732, 3.484, 0.355
600.369, 0.973, 2.227, 0.487
600.394, 3.188, 1.572, 0.538
600.421, 2.925, 0.609, 1.163
600.449, 1.916, -0.31, 1.497
600.474, 2.758, 0.378, 1.415
600.5, 2.174, 0.496, 2.051
600.526, 1.966, -0.414, 1.563
600.551, 1.699, -0.431, 1.435
600.578, 1.227, 0.087, 1.342
600.603, 0.075, 1.479, 2.237
600.63, -0.098, 2.512, 2.306
600.656, -1.28, 2.989, 2.613
600.682, -4.7, 1.0, 0.794
600.709, -3.978, -1.228, 3.804
600.733, -4.187, -0.139, -2.992
600.759, -4.985, -2.076, -8.969
600.784, -0.412, -1.802, -5.063
600.811, 0.359, 1.485, -1.741
600.836, 1.285, 4.061, -0.99
600.862, 0.548, -1.128, -0.898
600.888, -0.12, -4.848, -0.893
600.914, 1.825, -3.99, -0.058
600.94, 3.019, -2.094, 1.193
600.965, 1.934, 1.475, 1.992
600.991, 1.292, 0.33, 2.049
601.016, 1.315, -0.957, 1.61
601.042, 1.35, -0.924, 1.364
601.069, 0.047, 0.551, 1.926
601.095, -0.317, 0.4, 2.083
601.12, -0.53, -0.169, 2.067
601.146, 0.447, -1.117, 2.319
601.172, 1.169, -1.748, 2.733
601.198, 0.125, -3.421, 2.531
601.225, -1.794, 2.979, -2.869
601.251, -3.117, 12.637, -6.875
601.277, -1.646, 5.663, -6.174
601.303, -0.334, -2.57, -7.849
601.329, -1.428, -5.868, -3.793
601.355, -1.314, -6.356, -1.158
601.382, -2.766, 2.873, 1.417
601.407, 0.399, 4.761, 1.161
601.432, 3.315, 2.785, 0.589
601.457, 5.166, 2.0, 1.055
601.482, 5.319, 0.374, 1.806
601.508, 3.608, -1.01, 1.589
601.533, 0.822, -1.335, 1.571
601.559, 0.739, -1.227, 1.625
601.584, -0.819, -0.165, 1.181
601.61, -0.685, 0.786, 1.423
601.636, 0.562, 0.65, 2.575
601.662, 1.179, 0.986, 3.352
601.688, -3.551, 1.726, 0.198
601.713, -4.348, -1.404, -2.042
601.739, -5.018, -5.021, -3.871
601.766, 0.411, -1.16, -5.606
601.793, 0.145, 1.356, -3.808
601.82, -1.44, 3.563, -3.042
601.846, 0.67, 1.783, -1.249
601.873, -1.439, -3.112, -2.339
601.898, -0.107, -5.621, -1.564
601.923, 4.038, -2.7, -0.388
601.95, 5.008, -1.252, 0.576
601.976, 3.495, 0.454, 0.898
602.001, 2.047, 0.26, 1.624
602.026, 1.436, 0.466, 2.356
602.053, 0.611, 0.72, 2.376
602.078, -1.127, 0.641, 2.162
602.104, -0.951, 0.505, 1.606
602.13, 1.298, 1.028, 1.423
602.155, 1.204, -2.438, 2.315
602.182, -3.74, -3.192, 2.762
602.208, -3.164, 0.665, 1.562
602.234, -1.233, 4.527, -2.817
602.26, -2.508, 8.963, -7.052
