time[s], acc_x[m/s^2], acc_y[m/s^2], acc_z[m/s^2]
564.132, -0.649, -1.856, -1.241
564.158, -0.087, -0.817, -0.77
564.183, 0.263, 0.458, -0.304
564.21, 0.473, 0.312, -0.116
564.235, 0.864, -0.145, -0.061
564.26, 1.473, -0.573, -0.014
564.286, 1.729, -1.169, 0.616
564.313, 0.332, -1.336, 0.74
564.341, -0.224, -1.035, 0.859
564.366, 0.984, -0.974, 0.624
564.391, 1.147, -1.04, 0.73
564.417, 0.649, -1.308, 1.181
564.445, -0.166, -0.231, 2.304
564.472, 0.314, -0.166, 1.969
564.499, 0.565, -0.298, 1.428
564.526, -0.631, -1.449, 0.631
564.552, -1.73, -1.39, -0.757
564.577, -2.426, 0.091, -1.363
564.602, -1.887, -1.649, 0.739
564.628, -1.61, -2.531, -1.898
564.655, -1.291, -0.83, -2.028
564.68, -1.807, 1.777, -2.11
564.706, -0.969, 1.265, -2.505
564.732, -0.206, 1.575, -3.134
564.757, 0.242, 1.507, -2.806
564.782, 0.093, 1.827, -1.43
564.807, -0.378, 1.933, -1.125
564.832, -0.179, 1.656, -0.86
564.857, 0.104, 1.143, -0.679
564.882, 0.715, -0.248, -0.438
564.907, 1.489, -0.537, -0.216
564.935, 2.431, -0.784, 0.264
564.961, 3.056, -0.511, 0.814
564.987, 2.849, 0.142, 0.892
565.013, 2.288, 0.091, 1.103
565.04, 1.768, -0.002, 1.158
565.067, 1.174, -0.184, 1.085
565.095, 0.888, -0.321, 1.086
565.126, -0.233, 0.68, 1.286
565.156, -0.929, 0.958, 1.318
565.185, -0.767, 1.179, 1.203
565.215, -0.376, 0.344, 1.678
565.243, -1.278, 0.207, 2.26
565.27, -3.631, 1.337, 1.501
565.297, -4.632, 0.967, -1.438
565.326, 0.343, -0.326, -0.887
565.353, -1.41, -1.743, -3.757
565.381, -1.658, -2.302, -3.687
565.406, 3.502, 3.755, -0.667
565.431, 3.442, 2.99, -0.799
565.456, 1.487, 0.394, -1.918
565.481, 0.795, -2.487, -2.383
565.508, 0.322, -2.551, -1.506
565.534, 0.742, -2.075, -1.007
565.56, 0.165, -1.157, -0.962
565.585, 1.022, -0.539, -0.128
565.611, 0.888, 0.108, 0.174
565.635, 0.646, 0.369, 0.101
565.66, 0.75, -0.011, 0.25
565.685, 0.792, -0.245, 0.707
565.711, 0.41, 0.034, 0.695
565.736, 0.361, 0.008, 0.662
565.761, 0.793, -0.091, 0.886
565.788, 0.085, -0.134, 1.636
565.814, -0.505, -0.281, 1.534
565.841, -0.146, -0.801, 0.918
565.867, 0.269, -0.858, 0.158
565.892, -0.61, -0.192, 0.339
565.917, -0.927, -0.171, 0.481
565.943, -2.849, -0.502, 0.017
565.969, -3.236, 1.81, 0.214
565.995, -3.429, 1.972, 1.702
566.021, -2.802, -0.197, 0.333
566.047, -1.068, -0.102, -1.674
566.074, -1.112, 0.487, -1.294
566.1, -0.851, -0.243, -2.007
566.125, 1.791, -0.394, -2.941
566.151, 2.407, 0.278, -1.704
566.176, 1.951, 0.699, -0.694
566.202, 0.468, 1.615, -0.255
566.228, 0.486, 1.458, -0.358
566.253, 0.427, 0.578, -0.159
566.278, 0.669, -0.14, -0.1
566.304, 1.074, -0.277, 0.373
566.33, 1.523, -0.188, 0.642
566.356, 1.654, -0.285, 0.69
566.382, 1.691, -0.396, 1.179
566.408, 1.456, -0.156, 1.328
566.433, 1.297, 0.185, 1.224
566.459, 1.197, 0.502, 0.943
566.486, 1.757, 0.234, 1.001
566.512, 0.731, 0.596, 1.585
566.538, -0.475, 0.732, 1.76
566.564, -0.406, 1.328, 1.025
566.591, -0.535, 0.866, 0.974
566.617, -1.424, 0.387, 1.375
566.642, -2.263, -0.007, 1.218
566.668, -2.49, 0.919, 2.116
566.693, -3.996, 1.658, -1.817
566.718, -2.469, -0.355, -2.014
566.744, 1.824, -0.984, -1.226
566.77, 0.493, -1.858, -4.036
566.795, -0.846, -1.241, -4.736
566.82, 0.255, 2.359, -1.31
566.846, 0.735, 1.269, -2.221
566.872, -1.614, -2.178, -2.474
566.899, -1.455, -5.092, -2.233
566.925, 0.955, -2.569, -1.053
566.95, 1.342, -0.645, 0.153
566.977, 1.648, 0.636, 0.38
567.003, 0.65, -0.048, 0.522
567.028, 0.422, -0.482, 0.614
567.055, 0.198, -0.14, 0.546
567.081, 0.094, 0.415, 0.539
567.105, -0.011, 0.31, 0.719
567.131, 0.772, -0.18, 0.961
567.157, 0.618, -0.331, 1.082
567.182, 0.22, -0.955, 1.418
567.208, 0.643, -0.877, 1.385
567.233, 0.509, -1.282, 1.246
567.259, -0.363, -1.043, 0.682
567.285, -0.573, 0.287, 0.409
567.312, -0.441, 0.776, 0.471
567.338, -1.178, 1.955, 0.56
567.364, -3.502, 0.411, 1.139
567.39, -2.572, -2.014, 0.72
567.417, -1.856, -1.139, 0.114
567.443, 0.282, -2.08, -2.322
567.469, 3.296, -0.777, -3.204
567.495, 4.904, 0.509, -2.721
567.52, 3.287, 0.038, -1.553
567.546, -0.864, -0.297, -0.957
567.572, -0.669, 0.875, -0.216
567.598, -1.281, 1.256, -0.153
567.623, 1.243, 0.348, 0.518
567.649, 1.793, 0.452, 0.794
567.675, 0.74, 0.326, 1.074
567.701, 0.071, -0.024, 0.964
567.728, 1.871, -0.359, 1.105
567.753, 1.389, -0.248, 1.461
567.779, 0.774, -0.181, 1.483
567.804, 0.853, -0.201, 1.415
567.831, 1.173, -0.536, 1.931
567.858, 1.233, -0.763, 2.067
567.883, -0.157, 0.964, 2.667
567.91, -2.298, 2.141, 1.132
567.935, -3.928, -0.571, 1.382
567.961, -2.043, -1.86, 1.694
567.986, -7.143, -1.333, -8.681
568.013, -2.563, -2.045, -3.745
568.039, -1.098, 0.508, -3.692
568.065, 0.892, 4.339, -0.376
568.091, 1.708, 1.864, -0.964
568.117, -0.296, -1.52, -1.38
568.142, 0.975, -3.978, -0.745
568.167, 2.477, -2.061, -0.549
568.193, 3.333, -0.824, 0.536
568.219, 2.707, 0.225, 1.11
568.245, 1.39, -0.592, 1.288
568.27, 0.609, -1.237, 1.197
568.296, 1.144, -0.879, 1.295
568.321, 1.387, -0.539, 1.284
568.348, -0.777, -1.388, 1.681
568.374, -1.081, -1.707, 1.974
568.4, 1.027, -1.914, 2.02
568.426, -0.48, -1.915, 0.273
568.451, -3.489, -0.961, -0.727
568.477, -3.51, 5.654, -3.186
568.502, -2.505, -1.814, -1.337
568.527, -0.607, -8.63, -4.975
568.552, -0.489, -5.296, -5.786
568.577, 1.821, -1.571, -3.476
568.602, 2.14, 0.803, -1.483
568.628, -4.419, 3.296, 0.226
568.654, -2.976, 1.885, 0.925
568.68, -0.397, 0.8, 0.737
568.705, 3.494, 0.258, 1.089
568.731, 3.711, -0.142, 0.553
568.757, 3.833, -0.299, 0.346
568.782, 2.669, -0.607, 0.752
568.807, 1.303, 0.026, 0.769
568.833, 0.83, 0.292, 0.953
568.859, 0.723, -0.592, 1.595
568.885, 0.552, -1.103, 2.559
568.911, -0.001, 1.372, 2.316
568.937, -1.594, 4.39, 1.227
568.962, -3.156, -1.603, 2.003
568.988, -3.74, -1.285, 3.671
569.014, -5.567, -0.511, -7.067
569.041, 0.803, -1.04, -2.047
569.068, 0.289, -0.985, -5.659
569.096, -0.619, 1.677, -2.781
569.122, -0.875, 2.2, -0.78
569.148, -3.571, 0.611, -1.488
569.174, -1.203, -3.605, -0.29
569.2, 1.091, -2.238, 0.198
569.226, 4.131, -0.442, -1.036
569.253, 4.535, -2.107, -1.706
569.279, 4.692, -3.16, -0.311
569.306, 1.238, 1.833, 2.951
569.331, 0.322, 3.124, 3.422
569.358, -0.692, 1.64, 3.248
569.383, 0.357, -1.069, 1.929
569.409, 2.056, -1.739, 1.838
569.434, 1.929, -3.145, 1.34
569.46, -0.062, -3.64, 0.955
569.485, -1.671, 2.381, -1.008
569.511, -1.808, 9.757, -2.692
569.536, -3.573, 5.102, -3.142
569.562, -0.327, -4.302, -3.621
569.587, -0.375, -4.957, -4.862
569.614, -2.439, -1.297, -2.734
569.641, -5.116, 5.648, -0.471
569.666, -1.211, 2.521, -0.006
569.691, 1.129, 1.309, -0.109
569.717, 2.024, 0.583, -0.03
569.742, 4.298, -1.865, -0.412
569.769, 5.108, -1.625, -0.483
569.796, 4.174, -0.409, -0.054
569.824, 2.787, -0.083, 1.403
569.851, 1.356, -0.372, 1.932
569.876, 0.11, -0.055, 2.164
569.902, -0.125, 1.718, 2.493
569.927, 1.248, 1.826, 2.422
569.953, 0.373, 2.481, 2.783
569.979, -2.721, 2.88, 1.758
570.004, -4.945, -1.565, 0.263
570.03, -7.022, -2.874, -6.014
570.056, -0.092, 0.049, -0.716
570.082, -0.779, 0.192, -4.985
570.108, -0.131, 0.555, -0.309
570.135, 0.062, 1.276, -0.147
570.161, -1.856, 3.122, -0.572
570.187, -0.892, -4.503, -0.113
570.213, 1.288, -2.826, 0.163
570.239, 2.333, -0.236, -0.24
570.266, 4.26, -1.549, 0.098
570.291, 3.603, -2.181, 0.703
570.316, 2.155, -1.156, 0.986
570.344, 0.627, 0.791, 2.021
570.37, 0.643, 0.182, 1.894
570.395, 0.202, -0.466, 2.287
570.42, 0.235, -0.796, 2.951
570.446, 1.293, -2.333, 2.23
570.471, -0.549, -2.812, 1.517
570.496, -1.859, -1.564, 1.224
570.522, -1.374, 6.299, -2.155
570.549, -3.849, 6.091, -3.939
570.574, -0.984, -3.931, -5.139
570.6, -1.327, -1.28, -4.987
570.626, -6.612, -0.13, -1.845
570.652, -5.045, 3.346, 0.093
570.677, -2.659, 4.131, 1.565
570.702, 3.264, 1.655, -0.043
570.728, 4.712, -0.026, 1.075
570.754, 5.145, -1.053, 1.418
570.78, 5.211, -2.367, 0.942
570.807, 4.119, -0.356, 1.345
570.833, 2.992, 0.203, 1.629
570.858, 1.41, 0.227, 1.541
570.884, 1.961, 0.019, 1.931
570.91, 2.644, -0.045, 3.48
570.937, 1.436, 1.428, 3.696
570.962, -4.698, 0.494, -2.094
570.987, -5.786, -2.824, -8.556
571.013, -10.72, -13.913, -17.216
571.038, -0.147, -10.055, 1.417
571.066, 2.231, 16.956, 0.89
571.092, -1.917, 16.7, -5.4
571.118, -3.184, -0.852, -1.044
571.144, -2.917, -8.116, -1.667
571.17, 2.819, -0.906, -2.755
571.196, 1.822, -1.059, 0.494
571.221, 3.366, -1.238, 0.696
571.247, 3.171, -1.518, 0.322
571.273, 2.299, -0.351, 1.221
571.298, 4.24, -0.369, 0.592
571.325, 5.159, -0.567, 1.844
571.351, 3.661, -0.798, 2.11
571.376, 2.582, -0.294, 3.59
571.402, 1.699, -1.016, 3.343
571.428, -1.259, -0.565, 2.676
571.455, -2.91, 0.351, 0.673
571.482, -2.756, 4.724, -6.441
571.509, 0.164, -2.224, -4.796
571.534, -4.202, -7.352, -5.995
571.559, -7.139, -8.56, -3.972
571.585, -5.222, 6.163, -1.617
571.612, -2.949, 6.81, -0.329
571.638, -0.74, 2.424, -0.655
571.665, 3.283, -0.13, -0.228
571.692, 4.185, -1.029, 1.43
571.718, 5.365, -1.298, 0.607
571.748, 6.011, 0.682, 1.272
571.776, 4.782, 0.856, 1.626
571.804, 3.379, 0.751, 1.178
571.832, 2.939, 0.488, 1.595
571.857, 2.238, 0.384, 1.743
571.882, -5.238, 0.611, 0.429
571.908, -5.755, -1.933, 1.97
571.934, -7.279, -0.878, 0.862
571.96, -9.107, -3.163, -12.588
571.986, 1.495, 0.855, -6.709
572.012, 0.893, 1.98, -1.699
572.038, -0.7, 3.545, -1.555
572.063, -6.681, 0.009, -1.496
572.09, -2.335, -4.921, -1.049
572.116, -0.324, -4.185, -1.136
572.142, 2.753, -0.822, 0.166
572.169, 6.033, 0.036, -0.115
572.195, 5.139, -0.502, -0.032
572.221, 3.99, -1.262, -0.872
572.246, 1.998, -1.76, 0.683
572.271, 1.354, -0.154, 2.776
572.296, 0.278, 2.039, 4.671
572.322, -0.175, 2.334, 4.585
572.349, -2.057, -1.233, 1.797
572.374, -4.402, -2.065, 1.738
572.402, -2.326, 8.329, -3.543
572.429, -3.381, 8.141, -4.765
572.456, -0.071, -4.906, -7.494
572.482, -3.499, -5.063, -4.619
572.507, -6.037, -1.445, -3.002
572.533, -3.428, 2.912, -1.276
572.558, -0.605, 3.366, 0.876
572.583, 3.838, 0.655, 0.778
572.61, 6.253, -0.097, 1.394
572.637, 6.356, -0.427, 1.868
572.662, 5.105, -0.333, 1.068
572.69, 4.634, 0.232, 1.925
572.717, 3.445, -0.034, 1.472
572.742, 1.23, -0.244, 1.174
572.767, 0.831, 0.36, 1.506
572.793, -1.298, 1.323, 1.826
572.819, -5.225, 1.08, 0.663
572.846, -5.142, -0.297, 4.096
572.871, -8.335, 1.192, -1.82
572.896, -7.248, -4.735, -10.513
572.922, 2.229, -2.814, -2.677
572.948, 2.131, 2.067, -3.599
572.974, -1.606, 3.918, -2.874
573.001, -2.856, 2.372, -3.56
573.026, -1.879, -1.849, -1.525
573.053, 0.478, -2.681, -0.997
573.078, 2.691, -1.265, 0.046
573.103, 4.714, -1.278, 0.131
573.13, 4.239, -1.512, 0.342
573.157, 3.264, -0.992, 0.826
573.182, 1.954, 0.415, 1.414
573.208, 1.085, -0.194, 1.479
573.233, 0.202, -0.286, 1.787
573.259, 0.11, 0.922, 2.094
573.285, -0.094, -1.156, 1.496
573.312, -2.478, -2.462, 1.016
573.338, -3.959, -1.351, 1.493
573.364, -5.912, 12.62, -3.65
573.39, -1.395, -3.896, -4.082
573.416, -0.796, -6.308, -5.601
573.442, 0.917, -6.598, -4.426
573.467, -0.637, 2.445, -1.511
573.492, -2.856, 4.752, -0.54
573.517, -1.313, 1.94, -0.065
573.543, 2.608, 0.552, 0.32
573.568, 5.079, 1.746, 1.155
573.593, 4.691, 1.837, 2.322
573.618, 3.678, 0.899, 1.798
573.644, 3.28, -0.766, 1.029
573.67, 2.811, 0.585, 0.877
573.695, 1.594, 2.649, 1.181
573.72, 1.329, 1.092, 1.426
573.747, -0.524, -0.021, 2.316
573.773, -3.404, 2.091, 1.986
573.799, -5.782, 1.124, 0.44
573.824, -7.392, -1.17, -0.623
573.85, -8.591, -4.697, -10.849
573.876, 1.467, -2.281, -6.855
573.902, 1.706, 5.48, -2.889
573.928, 1.71, 4.001, -2.003
573.954, 0.035, 0.973, -1.447
573.981, -4.379, 0.501, -1.036
574.006, -0.873, -2.36, -0.023
574.033, 3.871, -1.859, 0.393
574.059, 5.919, -1.788, 1.462
574.085, 7.248, -3.711, 0.65
574.111, 3.844, -2.956, 0.388
574.136, 1.792, -1.018, 0.949
574.161, 1.577, -0.294, 1.537
574.186, -0.312, 0.269, 2.092
574.214, 0.487, 1.165, 2.954
574.24, 0.78, -0.198, 3.157
574.265, -4.367, -1.159, 1.323
574.291, -3.402, 2.039, 3.249
574.316, -3.41, 5.676, -0.778
574.343, 0.918, -4.007, -4.597
574.369, 1.931, -4.406, -5.438
574.395, -0.142, -2.015, -3.563
574.42, -3.082, 0.703, -2.64
574.447, -2.814, 1.982, 0.034
574.473, -1.403, 0.914, 0.508
574.499, 0.107, 0.652, 0.224
574.524, 4.04, 0.097, 1.273
574.55, 3.538, 0.516, 1.196
574.576, 3.876, 0.362, 0.601
574.602, 4.23, -0.434, 1.068
574.629, 1.993, 0.054, 1.293
574.654, 1.36, 0.043, 1.465
574.681, 1.278, -0.568, 1.732
574.707, 0.556, 0.82, 2.0
574.733, -1.336, 2.547, 1.824
574.761, -4.109, 2.309, 0.93
574.787, -5.546, -0.599, 1.791
574.813, -10.528, -3.548, -7.002
574.839, -2.908, -1.704, -3.012
574.867, 2.199, 2.046, -2.531
574.894, 0.038, 2.854, -2.316
574.925, -0.75, -1.046, -1.888
574.953, -1.194, -2.018, -0.547
574.98, 0.095, -2.076, -0.197
575.007, 3.28, -1.142, 0.642
575.034, 3.963, -0.948, 0.756
575.062, 3.26, -0.748, 1.168
575.089, 2.221, -0.6, 1.755
575.116, 1.87, -0.062, 2.039
575.146, 0.652, 0.465, 2.087
575.176, -0.913, 0.272, 2.541
575.206, 0.751, -0.507, 2.501
575.234, -0.278, -2.39, 2.353
575.268, -2.464, 2.816, 2.273
575.297, -0.786, 4.999, -0.016
575.329, 0.099, 0.694, -7.383
575.357, 1.954, -2.144, -4.604
575.384, -1.765, -3.235, -3.544
575.411, -3.839, -1.108, -1.632
575.437, -3.566, 1.345, -0.049
575.462, -0.348, 0.947, 0.54
575.488, 2.967, 0.378, 0.053
575.513, 5.207, 0.1, 0.699
575.539, 5.249, -0.143, 2.027
575.564, 3.895, -0.083, 1.537
575.591, 3.288, 0.067, 1.558
575.617, 2.076, 0.922, 1.336
575.643, 2.132, -0.48, 1.043
575.671, 1.524, -0.683, 2.303
575.696, -0.628, 0.653, 3.738
575.722, -5.423, 2.288, 2.641
575.753, -5.471, -0.105, 1.719
575.779, -7.607, -3.136, -5.744
575.805, 3.136, -0.762, -4.207
575.832, 3.714, 0.312, -1.964
575.858, -0.22, 2.817, -3.167
575.883, -2.123, 1.701, -1.8
575.909, -1.956, -0.359, -0.974
575.935, -0.006, -2.335, -0.372
575.961, 1.862, -2.019, -0.03
575.987, 3.256, -1.003, 0.698
576.015, 3.551, -0.914, 0.99
576.04, 3.437, -0.423, 1.028
576.065, 3.7, -0.537, 1.422
576.09, 3.17, -0.539, 1.566
576.116, 2.251, -0.6, 1.699
576.142, 1.709, 0.061, 2.269
576.168, 2.37, 0.697, 3.504
576.194, -2.517, -2.112, 2.564
576.22, -5.509, -2.123, 1.903
576.246, -4.347, 4.545, 0.51
576.272, -5.058, 4.999, -3.388
576.297, -0.433, -0.616, -5.165
576.322, 2.089, -3.136, -4.417
576.349, -0.716, -4.057, -2.517
576.375, -5.087, -0.938, -1.117
576.402, -3.505, 3.821, 0.665
576.427, -0.706, 1.844, 0.592
576.453, 2.294, -0.093, 0.218
576.48, 4.232, -0.185, 0.683
576.506, 3.752, -0.365, 0.715
576.532, 3.536, -0.445, 1.017
576.557, 2.534, 0.213, 0.845
576.582, 2.843, 1.903, -0.978
576.608, 4.877, -0.784, 0.523
576.633, 4.937, -3.586, 2.657
576.659, 1.255, -1.304, 4.01
576.686, -7.416, 2.283, -0.22
576.711, -4.974, -1.255, 2.046
576.737, -4.1, -1.252, -0.844
576.762, 1.123, -3.944, -2.048
576.789, 5.753, 3.515, -2.98
576.815, 2.761, 5.295, -0.662
576.841, -6.86, 0.711, -2.287
576.866, -2.837, -1.401, -1.128
576.893, -0.165, -1.119, -1.542
576.918, 2.057, -1.054, -0.199
576.945, 3.593, -1.055, -0.7
576.971, 4.817, -1.591, -1.401
576.997, 5.475, -1.841, -0.035
577.022, 3.401, -0.713, 1.54
577.048, 1.278, 1.133, 1.942
577.074, 0.013, 1.368, 2.454
577.101, -0.839, 0.587, 3.278
577.127, 0.872, 0.122, 3.933
577.153, 0.051, -2.039, 2.842
577.179, -2.689, -3.95, 2.383
577.205, -2.84, 1.528, -0.039
577.231, -2.141, 7.027, -4.882
577.258, -0.522, 6.56, -5.536
577.284, 0.354, -4.05, -5.913
577.31, -2.116, -2.832, -4.457
577.337, -5.634, -1.886, -2.744
577.362, -4.788, 3.49, 0.374
577.388, -1.729, 3.318, 1.181
577.414, 2.347, 1.512, 0.784
577.44, 5.2, 0.524, 1.068
577.465, 5.364, -0.826, 1.11
577.491, 5.659, 0.1, 1.204
577.517, 4.751, 0.532, 2.282
577.544, 1.67, 0.914, 1.624
577.57, 1.218, 0.426, 1.671
577.596, 1.933, -0.828, 2.152
577.621, 0.939, -0.494, 2.161
577.648, -5.548, 2.684, -0.58
577.673, -4.299, 0.263, -0.936
577.699, -7.588, -2.852, -4.56
577.725, -2.768, -4.248, -1.35
577.751, 7.691, 5.43, 1.144
577.777, 1.954, 10.695, -1.671
577.802, -0.552, 4.336, -1.951
577.828, -6.456, -6.715, -2.557
577.855, -0.384, -3.451, -0.998
577.882, 2.889, 1.001, 0.813
577.908, 4.561, -0.016, 1.168
577.935, 5.036, -1.583, 0.268
577.96, 4.542, -3.126, -0.78
577.986, 3.071, -1.281, -0.139
578.011, 4.074, -0.747, 0.962
578.037, 3.684, -0.757, 1.911
578.062, -0.772, 1.537, 3.877
578.088, -0.636, -0.65, 2.881
578.114, -1.893, -3.193, 1.639
578.14, -2.995, -2.122, 1.553
578.165, -0.316, 5.441, -1.386
578.191, -2.924, 8.265, -4.421
578.217, -0.939, 1.427, -4.318
578.242, -1.35, -5.332, -5.83
578.269, -5.688, -3.044, -3.564
578.295, -7.468, 1.422, -1.725
578.32, -7.731, 3.28, 0.832
578.347, 2.517, 2.452, 1.559
578.373, 5.688, -0.147, -0.133
578.399, 6.331, -2.089, 1.064
578.424, 4.08, 0.199, 0.596
578.45, 3.993, 1.0, 1.388
578.476, 3.816, 1.327, 1.255
578.502, 1.921, 1.848, 0.758
578.527, 1.807, 1.225, 1.467
578.555, 2.294, -0.227, 2.025
578.582, 1.024, -0.74, 2.795
578.61, -5.36, 2.65, 1.533
578.636, -5.669, 2.141, 0.64
578.662, -7.909, -8.86, -14.12
578.688, -3.942, -7.684, -2.704
578.716, 5.611, 5.662, 1.236
578.742, 1.822, 9.948, -2.894
578.767, -3.042, -4.331, -3.071
578.794, -6.155, -7.054, -2.52
578.82, -1.237, -5.184, -0.57
578.846, 3.725, 0.151, 0.5
578.871, 5.004, -0.355, 1.091
578.896, 4.457, -1.655, 0.716
578.922, 2.981, -1.975, 1.553
578.949, 3.596, -0.641, 1.854
578.975, 4.029, 0.093, 1.69
579.001, 2.416, -0.312, 1.576
579.026, -0.865, -0.861, 2.65
579.053, -0.043, 0.18, 2.936
579.078, 0.635, -0.747, 1.413
579.104, -2.419, -1.737, 1.631
579.131, -2.632, 1.5, 0.731
579.157, -2.641, 6.595, -4.688
579.182, -1.622, -3.573, -5.807
579.208, -1.846, -5.53, -6.082
579.233, -2.579, -4.269, -6.528
579.259, -4.538, -3.108, -4.42
579.284, -3.781, 3.096, -0.128
579.311, -2.204, 1.578, 0.228
579.336, 2.094, 1.191, 0.064
579.362, 4.837, 1.0, 0.941
579.388, 5.772, -0.265, 1.779
579.414, 5.098, -0.212, 1.052
579.44, 5.081, -0.523, 1.343
579.466, 3.791, 0.311, 1.321
579.492, 3.193, 0.599, 1.68
579.517, 3.212, -0.148, 1.437
579.544, 2.096, 0.02, 2.356
579.57, 0.174, 0.482, 1.621
579.596, -3.321, 0.184, 0.38
579.621, -6.689, -0.595, -0.945
579.648, -3.666, 3.907, -0.762
579.674, -10.188, 0.718, -27.286
579.7, -1.179, -11.353, -2.254
579.726, 3.011, 6.024, 1.808
579.753, -1.134, 9.188, -2.219
579.779, -3.392, 2.584, -3.481
579.804, -4.879, -7.541, -1.031
579.83, -0.512, -3.905, -0.463
579.856, 3.112, 0.009, 0.057
579.881, 5.832, 0.618, 0.311
579.909, 4.683, -2.835, -1.256
579.935, 2.066, -3.013, -0.548
579.961, 3.478, -0.296, 1.518
579.987, 5.109, 2.763, 2.896
580.014, 1.35, 1.12, 3.905
580.039, -1.519, -0.286, 3.91
580.065, -0.02, -2.037, 2.5
580.091, 0.294, -1.327, 2.705
580.116, -1.925, 0.668, 1.03
580.142, -5.313, 4.916, -6.84
580.168, 0.302, -0.895, -6.278
580.194, 1.373, -8.298, -7.47
580.22, -1.572, -12.212, -7.208
580.246, -6.656, 3.248, -2.692
580.271, -6.337, 10.257, 0.696
580.296, -2.276, 2.06, -0.592
580.321, 0.815, -1.97, -1.472
580.348, 4.396, 0.878, 0.818
580.375, 3.486, 0.736, 0.656
580.401, 4.009, 0.868, 0.875
580.426, 3.107, 0.215, 1.662
580.452, 2.658, 0.701, 2.265
580.477, 3.021, 0.911, 2.061
580.502, 3.699, 0.951, 0.794
580.528, 3.198, 0.691, 0.263
580.553, 3.147, -0.459, 0.518
580.578, 1.081, 0.635, 1.358
580.604, -1.097, 2.872, -0.128
580.631, -0.79, 3.258, -0.652
580.657, -0.554, 3.153, -0.094
580.682, 0.366, 2.542, 0.03
580.709, -0.965, 1.429, -1.854
580.736, 0.238, 2.263, -2.335
580.761, -2.444, 1.537, -8.554
580.788, -3.89, -16.73, -1.011
580.814, -1.144, -2.349, -1.226
580.84, 1.849, 5.609, -0.584
580.866, -2.466, -2.942, 0.228
580.891, -2.731, -4.352, -0.431
580.916, -1.848, -1.678, 0.214
580.942, 0.347, 0.41, 2.243
580.968, 4.184, 1.28, 0.592
580.995, 4.061, -0.114, 0.147
581.02, 2.999, -1.903, -0.186
581.047, 0.452, -4.227, -0.15
581.073, 1.878, -3.159, 1.529
581.099, 4.421, -1.684, 2.754
581.125, 5.412, -0.012, 2.696
581.151, 5.019, -1.214, 2.0
581.177, 4.119, -0.787, 2.862
581.202, -4.98, 1.651, -5.748
581.227, -2.147, -0.988, -10.707
581.254, 1.196, -2.089, -6.769
581.279, -2.333, 1.183, -4.332
581.306, -4.777, -3.392, 0.24
581.332, -7.636, -5.632, 1.367
581.358, -6.045, 1.282, 1.512
581.383, -5.299, 3.933, 1.415
581.409, -1.854, 0.034, 0.314
581.435, 1.258, -0.38, -0.117
581.461, 3.752, -0.086, 0.112
581.488, 2.77, 0.123, 1.249
581.517, 2.516, 0.084, 1.257
581.542, 4.54, -0.348, 1.73
581.568, 5.567, -0.767, 1.881
581.594, 5.459, -0.16, 1.431
581.62, 5.613, 0.134, -0.016
581.647, 2.999, -1.259, -0.527
581.674, 2.452, -0.273, -3.227
581.7, 1.497, -1.774, -7.478
581.73, 2.972, 0.228, -0.718
581.755, -7.906, -0.202, -6.96
581.782, -7.353, -2.54, 7.778
581.808, -5.1, 9.448, 1.223
581.835, -9.479, 0.34, 0.405
581.86, -4.347, -2.065, 0.915
581.885, 0.227, -0.773, 1.446
581.912, 1.687, -1.888, 1.452
581.938, 4.286, -3.801, 0.951
581.963, 6.867, -4.04, 1.598
581.989, 6.142, -1.862, 1.396
582.015, 4.467, -0.564, -1.241
582.042, 3.338, -0.755, -3.354
582.067, 4.935, 0.896, -4.927
582.093, 7.463, 4.029, -4.06
582.12, 8.903, 3.816, -0.989
582.145, -20.215, 2.23, 0.128
582.171, -13.454, -0.014, 0.928
582.198, -3.639, -4.448, 3.494
582.224, -4.087, 2.952, 2.672
582.25, -3.41, 4.59, 1.881
582.275, -1.584, 2.301, 2.085
582.3, 0.689, 2.186, 1.414
582.327, 4.391, 2.602, 1.423
582.354, 5.928, 2.164, 2.116
582.38, 5.714, 1.959, 2.721
582.406, 3.241, 1.908, -1.323
582.432, 2.972, 0.762, -4.983
582.457, 6.936, -5.448, -6.319
582.482, 4.862, -3.754, -1.075
582.507, -11.662, -3.039, -9.37
582.534, -24.032, -12.766, 4.1
582.559, -8.857, 2.984, 7.268
582.584, -7.219, 2.781, 0.31
582.609, -8.304, -5.179, 1.279
582.636, -2.733, -3.572, 0.85
582.662, 1.74, -1.537, 0.811
582.689, 4.281, -2.284, 0.022
582.714, 7.315, -3.115, 0.257
582.74, 7.346, -4.122, 1.403
582.765, 5.643, -0.632, -0.529
582.791, 7.449, -0.593, 0.398
582.817, 6.846, -0.199, 1.312
582.844, 1.674, 5.95, -3.905
582.869, 0.831, 3.323, -2.664
582.894, -2.472, -1.646, -2.284
582.92, -7.79, -1.753, -0.761
582.947, -9.757, 0.08, 1.792
582.973, -8.119, -0.103, 1.781
582.999, -4.895, 2.273, 0.766
583.024, -2.259, 0.48, -0.335
583.049, -0.751, -0.548, -0.019
583.075, 1.673, -0.126, 0.426
583.101, 2.103, -0.042, 0.647
583.127, 2.63, -0.255, 1.383
583.154, 3.352, 0.115, 1.76
583.179, 4.295, 1.054, 2.217
583.204, 4.141, 1.006, 3.39
583.231, 1.852, 0.976, 2.818
